"","userID","itemID","rating","age","time","daytype","season","weather","social","endEmo","dominantEmo","mood","Count"
"804",24,3750,5,26,2,2,4,1,1,2,2,1,25
"1374",15,4015,2,30,1,2,1,1,2,2,2,2,168
"1334",15,15,5,30,3,1,1,1,2,2,2,2,168
"933",50,3810,5,26,3,2,4,4,1,2,2,1,102
"419",96,18,4,15,3,2,2,5,3,7,7,1,30
"1383",15,3810,5,30,3,1,2,1,2,2,2,2,168
"360",21,251,2,28,4,2,3,5,1,7,7,1,143
"556",50,2623,5,26,3,1,3,4,1,2,2,1,102
"866",61,3610,5,28,3,2,4,5,2,2,2,2,83
"1932",50,4252,4,26,3,1,4,5,1,1,1,3,102
"1802",55,3882,3,28,3,2,4,1,2,4,7,2,275
"1077",21,3600,3,28,2,2,4,1,1,7,3,2,143
"1712",202,4158,5,28,3,1,4,2,3,2,2,3,26
"1632",193,245,5,22,3,1,3,1,1,7,7,2,66
"1122",48,3844,5,28,3,2,1,1,3,7,4,1,60
"2051",125,4267,3,23,2,3,2,5,1,7,6,2,65
"896",33,3794,5,26,3,2,4,1,1,1,7,2,86
"902",35,3750,5,30,3,3,4,1,1,2,3,1,95
"1929",21,3588,3,28,3,2,4,2,2,7,7,2,143
"2147",193,219,5,22,3,2,3,3,2,4,4,2,66
"491",37,3578,3,26,2,1,3,2,6,7,2,2,16
"180",50,132,4,26,3,1,3,2,1,2,3,2,102
"1",23,14,5,33,3,2,2,1,1,2,2,2,7
"224",35,160,2,30,3,1,3,1,1,5,5,2,95
"49",39,42,4,30,3,1,3,2,1,7,4,1,5
"543",35,3610,4,30,3,2,4,4,1,2,2,1,95
"1614",193,248,5,22,3,1,3,1,1,7,7,2,66
"1021",28,3611,1,26,3,2,4,5,2,2,2,1,37
"582",50,166,4,26,3,1,3,1,2,2,7,1,102
"72",42,63,4,28,3,3,2,1,2,1,2,2,36
"1755",31,4087,3,30,3,3,4,1,1,7,2,3,154
"616",26,3652,3,28,3,2,4,2,1,7,7,2,101
"1924",125,4244,3,23,4,1,4,4,2,2,2,1,65
"2232",15,4348,5,30,1,2,1,1,2,2,2,2,168
"903",35,3798,2,30,4,2,4,1,3,6,2,1,95
"1189",61,3724,2,28,3,2,1,1,2,7,7,1,83
"1675",21,3771,5,28,4,1,3,5,1,7,5,1,143
"51",21,43,3,28,3,1,2,1,1,2,2,2,143
"512",55,3580,4,28,2,2,3,5,2,2,7,2,275
"793",35,3743,3,30,3,1,4,5,1,2,2,1,95
"170",42,128,5,28,3,2,3,5,2,2,2,3,36
"528",55,166,5,28,3,1,3,2,2,2,2,2,275
"2169",264,30,5,20,4,1,4,5,1,6,3,2,19
"1721",31,3766,4,30,3,2,4,1,1,2,2,1,154
"2275",125,4374,3,23,4,1,2,1,3,7,7,3,65
"376",25,3510,4,27,4,1,3,1,1,2,2,1,94
"822",21,3760,5,28,3,1,4,5,1,2,5,1,143
"2020",253,4033,5,19,3,2,3,3,2,7,7,2,26
"1362",59,4010,3,27,3,1,2,1,1,7,7,3,17
"1822",241,3926,5,20,4,1,4,3,2,7,7,2,20
"459",55,3552,4,28,1,1,3,1,1,2,2,2,275
"2192",245,3211,5,32,3,2,3,3,2,7,7,2,6
"885",21,3588,4,28,3,2,4,1,1,3,7,1,143
"734",112,3707,5,33,4,2,3,2,1,7,1,1,7
"570",89,3628,5,28,4,2,3,5,3,1,4,1,16
"152",35,120,5,30,3,2,3,1,1,2,2,2,95
"665",23,3675,4,33,3,2,4,5,6,2,2,1,7
"1344",55,4002,4,28,2,1,1,5,2,5,7,2,275
"1943",31,4257,1,30,4,1,4,1,1,2,7,3,154
"535",55,3604,3,28,2,1,3,5,1,7,7,2,275
"38",35,36,3,30,4,2,3,2,1,4,3,2,95
"1552",55,3966,3,28,4,2,3,5,2,2,7,2,275
"2044",33,155,3,26,3,2,1,1,2,7,4,1,86
"1915",55,4245,2,28,3,2,4,5,1,7,7,2,275
"639",26,115,5,28,3,1,2,1,2,7,4,2,101
"363",31,252,3,30,2,2,3,1,1,2,2,1,154
"1969",21,4266,2,28,4,2,4,1,1,7,7,1,143
"2224",75,2427,5,63,3,2,1,1,1,2,5,1,64
"276",56,189,4,28,3,1,3,2,2,2,2,1,6
"739",33,141,5,26,3,1,4,5,2,4,4,1,86
"1656",31,4135,4,30,3,1,3,5,1,2,7,1,154
"2282",33,4377,3,26,1,3,2,1,2,7,7,2,86
"1001",50,3510,4,26,3,1,4,1,2,7,7,1,102
"753",21,3720,4,28,4,1,4,5,2,2,2,1,143
"544",50,47,4,26,2,2,3,2,2,2,4,3,102
"1302",50,2661,4,26,2,2,1,5,1,4,2,2,102
"1597",190,230,5,28,3,2,3,3,2,7,7,2,13
"1343",26,4001,2,28,2,2,2,1,2,7,7,2,101
"1174",157,3923,3,27,3,2,1,1,7,7,7,2,34
"330",21,230,5,28,4,1,3,1,1,2,5,1,143
"1087",15,3875,3,30,3,2,4,1,2,7,7,1,168
"192",25,140,3,27,1,2,3,1,1,2,2,1,94
"768",91,51,4,28,4,2,4,5,1,7,7,1,6
"1599",190,3737,5,28,3,2,3,3,2,2,2,2,13
"664",43,3649,4,25,2,1,4,2,1,2,4,2,28
"1835",25,4210,4,27,2,1,4,3,1,2,2,1,94
"2264",55,3592,4,28,3,2,3,3,2,4,4,2,275
"1737",61,4132,3,28,3,2,4,5,2,7,7,1,83
"1265",55,3865,3,28,2,1,1,2,2,4,7,2,275
"2150",55,4323,3,28,4,2,1,1,1,7,7,2,275
"794",15,2491,4,30,3,3,4,1,2,2,2,2,168
"1437",43,173,5,25,2,2,2,1,2,2,2,1,28
"2248",55,4359,3,28,4,2,2,1,1,7,7,2,275
"1440",33,4052,4,26,3,1,2,1,1,2,4,1,86
"1051",54,3854,5,27,3,1,4,2,2,2,1,3,32
"1155",157,3914,4,27,3,2,1,5,7,2,1,1,34
"1775",193,3544,4,22,4,3,4,2,2,7,7,2,66
"1626",193,4006,1,22,3,1,3,1,1,7,7,2,66
"742",24,165,4,26,4,1,4,5,1,2,2,1,25
"1461",26,3992,3,28,3,2,2,1,2,7,7,2,101
"720",43,3702,4,25,2,3,4,4,2,4,7,2,28
"948",27,3649,4,25,4,1,4,4,2,2,2,1,34
"918",21,3802,5,28,4,2,4,5,1,7,4,1,143
"1009",25,3852,4,27,1,2,4,1,1,2,2,3,94
"1723",61,4164,4,28,2,3,4,5,7,2,7,2,83
"37",35,30,4,30,3,2,3,2,1,1,3,2,95
"699",55,198,3,28,4,3,4,5,1,4,2,2,275
"602",25,3521,2,27,3,2,3,1,2,5,4,1,94
"2094",15,152,5,30,3,2,3,3,2,4,4,2,168
"189",21,99,5,28,3,2,3,5,1,2,2,1,143
"1093",55,3880,5,28,2,2,1,1,1,7,2,2,275
"1188",27,3925,4,25,4,2,1,1,2,7,7,2,34
"1243",55,3590,5,28,4,2,1,1,1,2,4,2,275
"1605",190,2713,5,28,3,2,3,3,2,7,7,2,13
"1428",21,4048,4,28,4,2,2,1,2,2,2,1,143
"730",21,141,4,28,3,1,4,5,2,2,4,2,143
"234",26,53,4,28,3,2,2,1,2,2,2,2,101
"262",27,178,3,25,2,2,3,5,1,1,2,2,34
"177",21,129,4,28,3,1,3,5,2,2,3,1,143
"2065",127,4303,5,31,4,3,1,1,3,2,2,1,31
"1359",60,3770,2,28,4,2,2,2,2,7,7,2,26
"919",25,173,4,27,1,2,4,5,1,1,2,2,94
"1405",60,56,3,28,3,1,2,1,1,2,2,1,26
"1011",25,3854,3,27,2,2,4,3,2,2,4,1,94
"782",33,47,5,26,4,2,4,1,2,3,4,1,86
"2296",245,3870,5,32,3,2,3,3,2,7,7,2,6
"112",50,87,2,26,3,2,3,5,1,7,5,2,102
"855",55,33,5,28,2,1,4,5,1,2,2,2,275
"53",31,44,5,30,3,2,2,1,1,2,2,1,154
"1397",24,4031,4,26,3,2,2,1,1,2,2,1,25
"859",28,3778,3,26,3,1,4,1,1,2,2,1,37
"619",55,3653,4,28,4,1,3,5,1,2,4,2,275
"901",55,3797,4,28,4,2,4,1,1,4,6,2,275
"1722",125,4163,5,23,4,3,4,1,1,2,1,1,65
"648",26,3666,4,28,3,2,3,2,2,7,7,1,101
"1610",193,3962,4,22,3,1,3,1,1,7,7,2,66
"62",42,51,4,28,4,1,3,5,1,2,5,3,36
"2249",15,4360,4,30,3,1,2,2,2,2,2,2,168
"1624",193,4124,1,22,3,2,3,1,1,7,7,2,66
"2286",55,4378,4,28,4,2,2,1,2,7,4,2,275
"1569",55,4054,3,28,4,2,3,5,1,7,7,2,275
"295",75,205,3,63,3,2,3,5,1,7,7,2,64
"2086",31,4313,2,30,3,2,1,3,1,2,7,2,154
"1582",75,4115,5,63,2,1,3,5,1,2,3,1,64
"390",89,3519,4,28,4,1,3,2,3,2,4,1,16
"1098",48,3884,5,28,4,1,1,1,1,7,7,1,60
"943",75,3817,5,63,3,2,4,4,1,2,4,1,64
"2274",61,4373,2,28,4,2,2,1,6,7,6,1,83
"1133",31,3903,4,30,2,1,1,2,6,2,2,1,154
"1790",193,13,4,22,4,2,4,1,1,7,7,2,66
"1753",33,31,2,26,2,1,4,5,1,7,7,1,86
"176",28,111,3,26,3,1,3,5,2,7,2,2,37
"2178",15,4326,2,30,2,2,1,1,2,7,7,2,168
"106",49,82,5,28,2,2,3,2,7,7,2,2,9
"185",41,137,3,27,3,1,3,5,2,7,7,1,6
"979",28,3822,5,26,3,1,4,5,3,2,2,1,37
"2208",75,4335,5,63,2,2,1,1,1,2,4,1,64
"1765",127,3642,5,31,4,3,1,1,3,7,3,2,31
"643",26,3662,4,28,3,2,3,5,3,2,2,1,101
"545",35,3611,4,30,4,1,4,5,1,2,2,2,95
"208",55,150,5,28,2,2,3,1,2,2,4,2,275
"1455",15,4061,5,30,2,2,2,1,2,2,2,1,168
"1527",15,250,5,30,1,2,3,1,2,7,7,2,168
"889",24,3789,4,26,3,2,4,1,1,4,2,1,25
"171",42,99,2,28,3,1,3,5,1,7,7,1,36
"1266",55,3964,4,28,3,1,1,5,2,4,4,2,275
"818",61,3758,5,28,3,1,4,2,2,2,2,2,83
"967",21,219,3,28,3,2,4,5,2,7,2,1,143
"1785",55,4189,2,28,1,1,4,1,1,7,7,2,275
"19",31,9,4,30,4,2,2,2,1,1,2,1,154
"1739",125,3623,4,23,4,1,4,5,1,7,7,1,65
"530",55,3602,3,28,3,1,3,5,2,2,1,2,275
"355",86,246,5,22,3,2,3,1,1,7,7,2,8
"1930",33,3588,4,26,3,2,4,5,2,2,3,1,86
"1745",61,4174,5,28,3,1,4,5,2,2,1,1,83
"646",26,3664,4,28,3,1,3,2,2,2,7,2,101
"1513",15,4066,3,30,2,1,3,1,2,7,7,2,168
"151",50,119,2,26,4,3,3,1,7,5,5,1,102
"634",26,3661,5,28,2,2,4,4,1,3,1,1,101
"1551",31,3737,4,30,4,2,3,5,1,1,5,1,154
"2270",33,4370,1,26,4,3,2,1,6,7,7,2,86
"1361",21,4009,4,28,4,2,2,1,1,7,5,1,143
"677",33,3680,1,26,4,2,4,2,1,7,7,2,86
"1593",191,4112,3,20,3,2,2,3,1,2,7,2,8
"2187",15,3219,4,30,3,2,3,3,2,4,4,2,168
"848",55,122,5,28,3,2,4,5,1,2,4,2,275
"2171",15,2143,4,30,3,2,3,3,2,4,4,2,168
"1791",193,4192,4,22,3,2,4,1,1,7,7,2,66
"892",21,3792,3,28,4,2,4,1,1,7,3,1,143
"1733",31,4170,3,30,3,2,4,5,1,2,7,2,154
"1242",55,3589,4,28,2,2,1,1,1,4,4,2,275
"1404",60,4032,3,28,3,2,2,1,2,7,7,2,26
"199",27,143,4,25,4,2,3,1,2,7,2,2,34
"1707",26,4156,4,28,2,2,3,5,1,7,1,2,101
"2133",21,3635,5,28,4,2,1,2,2,2,2,1,143
"1996",50,4287,4,26,2,2,4,5,2,4,7,2,102
"1290",167,248,5,35,4,1,2,1,1,7,7,1,7
"834",125,3765,3,23,4,2,4,5,2,4,6,1,65
"823",35,3761,4,30,3,1,4,5,1,2,2,1,95
"571",89,3624,4,28,3,1,3,2,2,2,2,1,16
"1956",48,3786,4,28,3,1,4,1,3,7,7,1,60
"660",55,197,5,28,3,3,4,5,1,2,1,2,275
"858",28,3768,5,26,3,2,4,5,2,2,2,2,37
"2213",75,4338,4,63,2,3,1,1,1,2,5,1,64
"884",21,3579,5,28,4,1,4,5,2,2,2,1,143
"1475",33,4067,2,26,4,2,3,1,1,7,7,2,86
"1729",31,4167,4,30,3,1,4,5,1,1,7,1,154
"913",55,3313,5,28,2,1,4,1,1,2,6,2,275
"1556",55,4057,3,28,4,2,3,2,2,7,2,2,275
"1430",35,3972,4,30,2,3,2,1,1,2,2,1,95
"415",96,3527,4,15,4,1,3,5,1,7,1,2,30
"1429",61,4049,5,28,4,3,2,1,2,2,2,1,83
"191",25,68,3,27,1,3,3,1,1,2,2,2,94
"2289",31,4045,5,30,3,1,2,1,1,4,4,1,154
"1960",48,3950,3,28,3,1,4,1,1,7,7,2,60
"1685",48,3627,5,28,3,2,4,5,3,7,7,2,60
"1736",125,4132,2,23,4,1,4,1,2,7,7,2,65
"480",55,3569,3,28,2,1,3,2,2,7,7,2,275
"1221",43,3941,3,25,3,3,1,1,2,1,7,1,28
"1897",157,4103,3,27,3,2,3,3,2,7,7,2,34
"1688",15,3661,5,30,3,2,2,1,1,7,7,2,168
"1173",31,3882,5,30,3,2,1,1,1,2,4,1,154
"968",55,3830,5,28,2,1,4,5,2,2,2,2,275
"2000",31,4286,3,30,2,2,4,1,1,7,7,1,154
"1937",55,4253,2,28,2,2,4,1,1,7,6,2,275
"781",112,3736,3,33,4,1,4,5,1,7,1,2,7
"872",35,3726,4,30,2,2,4,1,1,1,7,1,95
"1501",33,4078,3,26,3,2,3,1,2,2,2,1,86
"1438",21,108,3,28,3,2,2,1,1,2,4,1,143
"726",33,175,3,26,3,2,4,5,3,7,7,1,86
"109",49,85,4,28,3,2,3,2,2,2,2,1,9
"175",55,130,4,28,4,2,3,5,1,4,4,2,275
"1278",26,3970,1,28,3,1,1,1,2,7,7,2,101
"532",15,3000,5,30,3,1,3,1,2,2,2,2,168
"1947",193,3835,2,22,4,2,4,5,1,7,7,2,66
"791",55,3742,1,28,3,1,4,5,2,6,6,2,275
"2247",55,4358,2,28,4,2,2,1,2,7,7,2,275
"1920",48,4177,5,28,3,1,4,1,3,1,7,1,60
"2142",193,3549,4,22,3,2,3,3,2,4,4,2,66
"229",26,141,5,28,3,1,3,5,2,2,7,1,101
"1983",31,4274,5,30,2,2,4,1,1,2,2,1,154
"1783",55,4151,2,28,3,2,4,5,1,7,7,2,275
"703",55,212,4,28,2,1,4,5,2,4,7,2,275
"2214",75,4339,5,63,3,2,1,2,1,2,3,1,64
"2145",193,3548,4,22,3,2,3,3,2,4,4,2,66
"1799",241,4177,4,20,4,1,4,1,1,3,6,2,20
"2265",50,4368,5,26,3,1,2,2,1,1,4,2,102
"578",55,3599,5,28,2,1,3,5,2,1,4,2,275
"676",25,141,5,27,1,2,4,4,1,2,2,1,94
"1636",26,4127,1,28,3,1,3,5,2,7,7,3,101
"169",26,128,5,28,4,2,3,5,2,1,7,2,101
"1936",55,3516,3,28,2,2,4,1,1,7,7,2,275
"2162",264,33,4,20,2,1,1,1,1,1,1,2,19
"6",20,12,5,30,3,1,3,1,7,1,1,3,5
"598",25,3637,2,27,3,1,3,4,2,6,6,1,94
"1403",60,4036,4,28,3,1,2,1,3,7,7,2,26
"1539",26,4098,5,28,3,2,3,5,2,2,7,2,101
"9",23,18,4,33,2,2,2,2,1,2,7,2,7
"58",25,48,2,27,2,2,2,5,2,7,5,2,94
"1329",60,13,2,28,2,2,1,1,2,7,7,1,26
"2291",31,4381,3,30,2,2,2,1,1,2,2,1,154
"956",54,3823,4,27,2,2,4,1,2,7,7,3,32
"1194",26,3928,2,28,3,2,1,1,1,6,7,2,101
"1262",26,3545,5,28,3,2,1,2,2,2,7,1,101
"1788",193,4190,5,22,4,2,4,1,1,7,7,2,66
"1824",127,4163,5,31,2,2,4,1,1,7,7,2,31
"413",96,191,5,15,3,2,4,4,1,2,7,1,30
"1889",244,4164,4,28,4,2,3,5,1,2,2,1,5
"2202",15,4333,4,30,2,1,1,2,2,7,7,1,168
"513",55,3187,4,28,3,2,3,5,1,2,1,2,275
"1246",50,3955,5,26,3,2,1,5,1,2,2,2,102
"1977",55,4270,4,28,2,2,4,5,1,4,2,2,275
"105",49,81,5,28,2,2,3,2,1,4,4,1,9
"310",15,215,2,30,2,2,3,2,2,3,3,2,168
"210",55,152,5,28,1,2,3,5,2,2,4,2,275
"1587",191,2116,4,20,2,3,2,2,3,2,4,2,8
"1008",25,3851,5,27,1,2,4,1,1,2,2,3,94
"1643",55,4131,4,28,2,2,3,5,1,5,7,2,275
"1575",75,4111,5,63,3,2,3,5,1,2,3,1,64
"1058",125,3510,4,23,4,1,4,2,2,7,7,2,65
"876",55,3785,4,28,4,2,4,5,1,7,7,2,275
"135",33,106,5,26,3,1,3,1,2,4,4,3,86
"1980",157,4066,4,27,3,1,4,1,2,2,2,2,34
"2039",61,2903,5,28,3,2,1,1,2,2,2,1,83
"2110",31,2074,3,30,3,2,1,1,1,7,7,2,154
"1635",193,4126,5,22,3,1,3,1,5,7,7,2,66
"1106",26,3889,3,28,4,2,1,1,2,7,7,2,101
"1233",26,3951,2,28,3,2,1,1,1,7,7,1,101
"1495",61,4077,4,28,3,2,3,1,1,7,7,1,83
"959",43,3825,5,25,3,2,4,1,1,2,2,1,28
"595",55,3636,3,28,2,1,3,1,2,2,7,2,275
"471",35,3562,4,30,3,1,3,2,1,2,4,3,95
"906",26,3579,4,28,4,1,3,1,1,7,7,2,101
"2079",125,3599,5,23,4,2,1,2,1,7,7,2,65
"953",43,3821,4,25,3,1,4,1,1,1,7,1,28
"205",25,155,3,27,2,2,3,1,2,2,4,1,94
"2175",15,4288,4,30,2,1,1,2,2,7,7,2,168
"1134",48,3904,3,28,3,1,1,1,1,7,7,2,60
"1169",15,3921,3,30,3,2,1,1,2,4,4,2,168
"786",42,66,4,28,4,1,4,5,1,2,2,2,36
"1606",190,3660,4,28,1,2,4,5,1,2,2,1,13
"774",54,3731,4,27,2,2,4,1,2,2,2,1,32
"65",42,54,5,28,3,2,2,1,2,1,4,2,36
"371",42,3506,3,28,3,1,3,2,2,2,7,1,36
"119",35,66,5,30,4,2,3,2,1,4,4,1,95
"1152",157,3548,5,27,2,2,3,5,7,2,2,1,34
"1379",21,4017,4,28,4,2,2,1,2,7,3,1,143
"344",27,238,2,25,4,2,3,2,2,7,7,2,34
"1017",48,3637,5,28,4,2,4,1,1,4,5,3,60
"1730",31,4168,2,30,3,1,4,2,1,7,7,3,154
"934",75,3811,5,63,3,2,4,5,1,2,5,1,64
"697",55,178,4,28,3,3,4,5,1,4,2,2,275
"354",86,245,5,22,3,3,3,1,1,7,7,2,8
"534",55,3543,5,28,4,1,3,5,1,4,4,2,275
"2290",31,4380,2,30,3,1,2,1,1,7,7,2,154
"197",50,131,5,26,3,2,3,5,2,1,2,1,102
"1014",55,3735,4,28,2,3,4,5,1,2,4,2,275
"2116",15,4045,5,30,3,2,3,3,2,4,4,2,168
"464",55,3556,5,28,2,1,3,1,1,2,2,2,275
"844",35,3771,5,30,3,1,4,5,1,2,2,1,95
"779",35,3735,4,30,4,2,4,5,1,2,2,2,95
"2158",264,3613,5,20,3,1,3,5,1,2,2,1,19
"1782",33,4188,5,26,3,2,4,1,3,6,2,1,86
"2252",33,4361,5,26,4,1,2,1,1,1,4,2,86
"1256",15,191,3,30,3,2,1,5,2,6,6,1,168
"1718",21,4119,4,28,4,2,3,5,2,7,7,1,143
"1420",33,4044,3,26,2,1,2,1,1,7,7,2,86
"340",15,166,4,30,3,1,3,1,2,2,2,1,168
"1508",48,4084,5,28,3,3,3,1,3,7,1,3,60
"1416",33,4042,2,26,3,1,2,1,2,7,7,2,86
"13",27,19,2,25,2,1,2,1,2,7,7,2,34
"1272",125,3787,5,23,4,2,1,3,1,2,2,1,65
"553",55,3617,5,28,2,1,3,4,1,1,4,2,275
"1208",127,3740,2,31,4,3,1,5,7,7,7,2,31
"93",27,69,3,25,4,2,3,5,2,1,7,2,34
"897",33,3579,4,26,4,2,4,1,2,7,7,2,86
"1958",48,4260,5,28,4,3,4,2,3,2,7,1,60
"1232",26,3950,4,28,3,1,1,1,2,7,7,2,101
"2085",31,4312,3,30,2,2,1,1,1,7,7,1,154
"305",54,38,5,27,2,2,3,1,6,2,2,1,32
"239",27,166,3,25,2,1,3,5,2,7,7,1,34
"1530",55,4093,2,28,4,2,3,5,2,6,7,2,275
"155",21,122,5,28,2,2,3,5,2,2,7,1,143
"611",55,2015,4,28,2,1,3,5,2,2,2,2,275
"40",21,38,5,28,2,2,2,2,3,2,2,2,143
"2244",55,4354,3,28,3,2,2,1,3,7,4,2,275
"365",25,254,1,27,3,3,3,1,1,7,7,1,94
"34",28,33,2,26,2,2,2,2,2,7,7,2,37
"2108",257,4302,5,18,3,1,1,1,1,2,2,1,6
"1538",26,4081,5,28,3,1,3,5,2,7,7,2,101
"374",21,3508,4,28,3,2,3,5,2,2,2,1,143
"195",60,142,4,28,3,2,3,1,1,7,7,1,26
"439",100,3543,5,28,3,3,2,1,7,4,4,1,6
"1520",31,4089,3,30,4,2,3,2,1,7,7,1,154
"771",61,3695,2,28,3,3,4,5,2,7,7,1,83
"100",48,92,3,28,2,2,3,2,3,7,7,3,60
"841",55,3769,5,28,3,2,4,5,2,2,4,2,275
"701",50,3694,4,26,3,1,4,5,1,4,2,3,102
"2131",15,196,4,30,3,2,3,3,2,4,4,2,168
"223",50,159,3,26,3,1,3,1,2,4,2,1,102
"79",33,64,3,26,3,1,3,1,2,7,2,2,86
"576",35,3626,3,30,3,2,4,5,1,7,7,2,95
"833",21,88,3,28,1,2,4,1,1,7,7,1,143
"789",61,3739,4,28,3,1,4,2,2,7,2,1,83
"1275",26,3967,5,28,2,2,1,2,2,2,2,1,101
"1836",25,4211,5,27,4,1,3,2,2,2,4,1,94
"1666",201,4140,5,20,3,2,3,2,1,1,1,3,6
"1576",75,4112,4,63,1,2,3,5,1,2,7,1,64
"284",50,196,5,26,3,1,3,2,2,2,2,1,102
"942",75,2086,4,63,3,3,4,4,1,2,7,1,64
"2098",21,3098,5,28,3,2,3,3,2,4,4,2,143
"2268",50,4369,4,26,3,1,2,5,1,2,1,1,102
"2240",59,4354,2,27,3,1,2,1,3,6,6,3,17
"987",55,3841,4,28,1,3,4,5,1,7,6,2,275
"1456",61,4060,4,28,3,2,2,1,2,7,2,1,83
"837",31,18,5,30,2,2,4,1,1,2,2,1,154
"399",25,3521,2,27,1,2,3,1,1,3,3,1,94
"1351",55,4004,4,28,2,1,2,5,1,7,4,2,275
"1781",61,4187,4,28,3,2,4,5,2,2,7,1,83
"1948",127,4219,2,31,3,2,4,4,5,7,7,2,31
"1411",60,4040,3,28,2,2,2,1,1,2,2,1,26
"585",24,201,5,26,4,1,4,4,1,4,4,1,25
"2124",15,4274,5,30,3,2,3,3,2,4,4,2,168
"1700",31,3966,3,30,2,2,3,5,1,2,7,1,154
"962",21,209,4,28,3,2,4,5,1,2,2,3,143
"1557",26,4087,4,28,3,1,3,1,2,7,7,1,101
"20",33,5,3,26,2,2,2,1,2,7,7,1,86
"1793",33,4193,1,26,4,2,4,1,2,7,7,1,86
"593",35,18,2,30,3,1,4,5,1,7,4,1,95
"1834",25,4209,3,27,4,2,4,5,1,2,2,1,94
"1766",21,3642,4,28,4,2,4,1,2,2,3,2,143
"1417",33,4038,3,26,3,1,2,1,2,1,4,1,86
"1536",21,4098,3,28,4,3,3,5,2,2,7,2,143
"1959",48,4261,5,28,3,1,4,1,1,1,4,1,60
"484",37,3571,5,26,3,1,3,5,3,2,2,2,16
"825",31,199,3,30,3,2,4,5,1,7,7,2,154
"124",26,95,4,28,4,1,3,2,2,1,7,2,101
"1999",15,4228,4,30,2,2,4,5,2,7,7,2,168
"111",50,85,3,26,4,2,3,5,1,7,3,3,102
"1561",15,4105,3,30,3,2,3,5,2,7,7,2,168
"2259",125,4303,5,23,3,2,2,1,2,2,2,1,65
"1907",193,4126,5,22,3,1,2,1,1,7,7,2,66
"1521",125,4090,4,23,3,2,3,5,3,7,7,1,65
"755",55,3721,5,28,2,1,4,5,1,2,2,2,275
"1964",50,2660,5,26,2,2,4,1,2,2,2,2,102
"345",28,238,1,26,3,2,3,5,2,7,7,2,37
"618",50,231,5,26,3,1,3,5,1,2,4,2,102
"1124",35,3898,5,30,4,2,1,5,7,2,2,1,95
"1081",35,3725,3,30,3,2,4,1,1,2,2,2,95
"103",49,93,3,28,4,2,3,5,2,6,5,3,9
"807",35,3752,3,30,3,2,4,1,1,2,7,1,95
"590",26,3633,5,28,3,2,4,5,2,2,2,1,101
"2273",50,1890,5,26,2,2,2,1,1,2,2,3,102
"904",21,2281,4,28,4,1,4,1,2,7,6,1,143
"1819",50,4198,3,26,3,1,4,2,1,7,2,1,102
"1123",50,3897,5,26,3,2,1,5,1,4,4,2,102
"944",75,3554,5,63,3,3,4,4,1,4,1,1,64
"1541",33,4099,3,26,3,3,3,1,6,7,7,1,86
"500",54,3545,4,27,2,2,3,5,2,2,2,1,32
"2081",21,4310,4,28,2,2,1,5,1,7,3,1,143
"1229",157,3947,2,27,3,1,1,1,2,7,7,1,34
"632",33,77,4,26,3,2,3,4,2,4,4,1,86
"1944",31,4255,5,30,3,2,4,2,1,2,7,3,154
"517",89,1,2,28,3,2,3,2,3,5,4,1,16
"1161",125,253,5,23,4,1,1,1,1,2,2,1,65
"832",61,3765,3,28,3,2,4,3,2,7,7,2,83
"92",21,74,5,28,3,2,3,5,1,2,7,2,143
"304",50,38,5,26,2,2,3,1,6,2,2,1,102
"167",33,122,4,26,2,2,3,1,2,2,2,2,86
"1500",31,4080,1,30,3,2,3,1,1,7,7,2,154
"655",55,3530,3,28,1,3,4,5,1,7,7,2,275
"1066",48,180,5,28,4,2,4,2,1,7,7,1,60
"1630",188,91,3,20,3,2,3,5,1,7,7,2,6
"1754",55,4178,3,28,1,2,4,1,1,5,7,2,275
"94",28,69,3,26,3,2,3,5,2,7,7,2,37
"752",35,215,4,30,4,1,4,5,1,2,3,2,95
"487",37,3574,4,26,4,2,3,5,6,2,4,2,16
"1298",48,3710,5,28,4,1,1,1,1,4,4,3,60
"1399",55,4033,5,28,3,2,1,1,2,1,2,2,275
"1558",55,4104,3,28,4,2,3,5,2,7,7,2,275
"2239",15,4353,4,30,1,3,2,1,1,7,7,2,168
"714",50,3697,4,26,3,2,4,5,2,4,4,1,102
"666",31,156,5,30,3,1,4,2,1,2,2,1,154
"1506",21,2651,5,28,4,1,3,5,1,2,5,1,143
"149",50,117,5,26,4,2,3,5,7,1,1,3,102
"2032",253,4103,4,19,3,2,3,3,2,2,2,1,26
"2068",193,4228,3,22,4,1,1,5,2,7,7,2,66
"2245",55,4356,3,28,4,2,2,1,2,7,4,2,275
"1350",127,4003,5,31,3,3,2,1,7,4,4,1,31
"769",55,3728,5,28,2,2,4,5,1,2,4,2,275
"1410",60,3958,1,28,3,2,2,1,1,7,7,1,26
"1877",55,4228,4,28,4,2,4,5,1,2,7,2,275
"328",15,228,4,30,3,1,3,5,2,7,4,2,168
"1101",55,3713,3,28,3,2,1,1,2,7,7,2,275
"204",25,147,4,27,2,2,3,1,1,2,2,1,94
"1621",193,247,4,22,3,1,3,1,1,7,7,2,66
"160",48,109,4,28,4,2,3,5,3,4,4,1,60
"1215",48,3713,4,28,3,1,1,2,1,7,7,1,60
"473",50,3564,4,26,3,1,3,2,2,7,2,1,102
"2012",31,4290,3,30,3,1,1,1,1,2,7,2,154
"1838",25,4081,5,27,2,1,4,2,1,3,4,1,94
