"","userID","itemID","rating","age","time","daytype","season","weather","social","endEmo","dominantEmo","mood","Count"
"1501",33,4078,3,26,3,2,3,1,2,2,2,1,86
"1525",15,248,5,30,3,1,3,2,2,7,7,2,168
"351",35,243,2,30,4,3,3,5,1,6,5,2,95
"2199",15,4219,5,30,3,2,1,1,2,7,7,2,168
"847",15,2677,3,30,4,1,4,5,2,3,3,2,168
"659",55,3672,4,28,3,3,4,5,2,2,4,2,275
"85",33,70,4,26,3,2,3,2,1,1,1,2,86
"2130",61,4297,4,28,3,3,1,5,7,7,2,1,83
"453",56,247,3,28,3,2,3,1,2,4,7,2,6
"1332",35,3996,4,30,3,1,1,1,1,2,2,2,95
"1484",31,4073,4,30,3,2,3,1,1,2,4,1,154
"42",38,30,3,25,3,2,2,3,1,7,6,2,1
"96",31,77,4,30,2,2,3,2,1,2,2,1,154
"1248",50,3956,3,26,3,2,1,1,1,7,7,2,102
"455",55,196,5,28,1,2,3,1,1,2,7,2,275
"1887",244,4233,3,28,2,1,4,5,1,7,7,2,5
"1980",157,4066,4,27,3,1,4,1,2,2,2,2,34
"2145",193,3548,4,22,3,2,3,3,2,4,4,2,66
"2",21,5,3,28,2,2,2,1,2,2,2,2,143
"2037",253,4293,5,19,3,2,3,3,2,2,2,1,26
"292",63,202,2,30,4,2,3,5,2,6,6,3,4
"815",126,3032,5,18,3,2,1,1,1,4,2,1,3
"448",55,3549,5,28,1,1,3,5,2,2,2,2,275
"696",61,3678,4,28,3,3,4,1,2,2,2,1,83
"1132",48,3902,4,28,4,1,1,2,1,7,7,1,60
"827",125,3758,5,23,4,1,4,5,2,2,2,1,65
"251",43,171,5,25,4,1,3,5,1,7,2,1,28
"1081",35,3725,3,30,3,2,4,1,1,2,2,2,95
"2246",55,4288,3,28,4,2,2,1,1,7,4,2,275
"533",55,3603,3,28,3,1,3,5,1,2,2,2,275
"440",100,212,5,28,1,3,3,1,1,2,1,1,6
"1491",21,4075,4,28,4,1,3,5,1,7,4,2,143
"321",27,224,3,25,3,1,3,5,2,1,7,2,34
"976",55,3835,3,28,1,3,4,5,1,7,7,2,275
"457",31,164,5,30,2,2,3,1,1,2,2,1,154
"1017",48,3637,5,28,4,2,4,1,1,4,5,3,60
"257",31,175,5,30,2,2,3,2,1,2,2,1,154
"1666",201,4140,5,20,3,2,3,2,1,1,1,3,6
"613",55,3650,4,28,2,1,3,5,2,2,7,2,275
"519",15,112,5,30,3,2,3,2,2,2,2,2,168
"1631",193,244,5,22,3,2,3,1,1,7,7,2,66
"1318",75,3177,5,63,2,1,1,5,1,2,3,1,64
"1145",25,3909,4,27,1,1,4,1,1,1,2,1,94
"1857",202,4220,1,28,3,3,4,5,3,6,6,1,26
"82",43,67,4,25,4,1,3,5,3,7,2,1,28
"1923",35,4249,4,30,2,1,4,1,1,4,4,3,95
"1750",33,4110,3,26,3,2,4,5,2,7,7,1,86
"877",54,3735,4,27,3,1,4,5,2,2,2,3,32
"371",42,3506,3,28,3,1,3,2,2,2,7,1,36
"2206",125,33,5,23,4,2,1,1,1,2,2,1,65
"311",15,216,4,30,3,1,3,5,2,2,2,1,168
"2071",55,4066,2,28,4,2,1,1,2,7,7,2,275
"658",55,3671,4,28,2,3,4,5,1,1,1,2,275
"846",79,3772,4,29,3,1,4,1,2,1,4,2,6
"691",55,3689,3,28,1,3,4,5,1,5,4,2,275
"1422",21,4042,2,28,4,1,2,1,2,7,7,1,143
"1801",241,4192,5,20,3,2,4,1,7,7,7,2,20
"2172",15,2009,5,30,3,2,3,3,2,4,4,2,168
"872",35,3726,4,30,2,2,4,1,1,1,7,1,95
"1548",26,3922,5,28,3,1,3,5,2,1,7,1,101
"1312",75,3984,5,63,3,2,1,1,1,2,4,1,64
"109",49,85,4,28,3,2,3,2,2,2,2,1,9
"108",49,84,5,28,3,2,3,2,1,1,1,1,9
"666",31,156,5,30,3,1,4,2,1,2,2,1,154
"397",20,230,4,30,3,1,3,1,7,2,2,1,5
"2293",61,177,5,28,4,3,2,1,2,2,2,1,83
"1823",241,225,2,20,3,2,3,3,2,7,7,2,20
"385",15,3516,5,30,3,2,3,2,2,2,2,2,168
"764",50,3725,4,26,3,3,4,5,2,2,2,1,102
"1572",75,4102,4,63,1,2,3,5,1,2,7,1,64
"812",55,3695,4,28,1,1,4,5,1,7,4,2,275
"1580",21,4114,4,28,4,1,3,5,2,4,3,1,143
"547",55,3612,4,28,2,1,3,5,1,2,4,2,275
"203",42,146,4,28,3,2,3,5,2,2,2,1,36
"1797",21,85,5,28,3,1,3,1,1,2,4,1,143
"1174",157,3923,3,27,3,2,1,1,7,7,7,2,34
"1543",15,4101,5,30,3,2,3,1,2,2,2,2,168
"2270",33,4370,1,26,4,3,2,1,6,7,7,2,86
"712",54,3695,3,27,4,2,4,1,2,2,7,1,32
"25",35,25,4,30,3,2,2,1,5,2,2,1,95
"1226",35,3806,4,30,3,2,1,5,1,2,2,1,95
"558",108,3610,5,30,2,1,3,4,2,2,2,1,2
"1925",50,3025,4,26,4,2,4,1,2,4,6,3,102
"1532",55,4094,3,28,4,2,3,5,2,4,7,2,275
"1354",127,3656,5,31,3,3,2,5,7,2,4,2,31
"1815",243,4188,5,28,2,1,4,1,6,2,2,1,5
"800",122,3747,5,18,3,2,3,3,1,1,3,1,4
"1329",60,13,2,28,2,2,1,1,2,7,7,1,26
"573",50,3625,1,26,2,2,3,5,3,7,7,2,102
"214",21,154,2,28,2,2,3,5,1,7,7,2,143
"1562",15,2725,2,30,2,1,3,3,1,7,7,2,168
"1915",55,4245,2,28,3,2,4,5,1,7,7,2,275
"1142",21,3844,4,28,2,2,1,1,3,2,2,1,143
"1656",31,4135,4,30,3,1,3,5,1,2,7,1,154
"1568",55,4107,2,28,4,2,3,1,1,7,7,2,275
"551",28,3613,4,26,3,2,3,4,2,2,2,1,37
"1049",147,3865,2,28,2,1,4,2,1,7,6,2,1
"1998",15,4272,5,30,2,2,4,5,2,2,2,1,168
"1956",48,3786,4,28,3,1,4,1,3,7,7,1,60
"1466",35,3992,5,30,2,1,2,1,7,2,2,2,95
"91",35,80,3,30,3,2,3,5,1,2,4,3,95
"1359",60,3770,2,28,4,2,2,2,2,7,7,2,26
"195",60,142,4,28,3,2,3,1,1,7,7,1,26
"1582",75,4115,5,63,2,1,3,5,1,2,3,1,64
"117",157,91,4,27,3,1,3,2,1,1,7,1,34
"326",20,226,4,30,3,1,3,5,7,7,7,1,5
"1798",15,3455,4,30,3,1,4,2,2,2,2,1,168
"702",55,67,3,28,1,1,4,5,2,4,7,2,275
"2056",15,4300,3,30,3,2,1,2,2,2,2,2,168
"820",79,3713,5,29,3,1,4,2,2,4,4,1,6
"1494",157,4076,3,27,3,2,3,1,2,7,7,1,34
"1783",55,4151,2,28,3,2,4,5,1,7,7,2,275
"936",75,3813,5,63,3,2,4,1,1,2,2,1,64
"676",25,141,5,27,1,2,4,4,1,2,2,1,94
"1507",31,4083,4,30,3,2,3,1,1,2,2,1,154
"1120",28,3896,2,26,3,2,1,5,2,7,7,1,37
"1607",193,4120,2,22,4,1,3,5,2,7,7,2,66
"2132",15,3646,4,30,3,2,3,3,2,4,4,2,168
"755",55,3721,5,28,2,1,4,5,1,2,2,2,275
"1256",15,191,3,30,3,2,1,5,2,6,6,1,168
"2250",15,4319,5,30,2,2,2,1,2,7,7,1,168
"883",21,3788,5,28,3,1,4,5,2,2,7,2,143
"1714",21,3522,4,28,3,1,3,5,2,2,2,2,143
"570",89,3628,5,28,4,2,3,5,3,1,4,1,16
"1206",48,3934,5,28,4,1,1,1,1,7,7,1,60
"828",21,138,5,28,3,2,4,1,1,4,3,1,143
"556",50,2623,5,26,3,1,3,4,1,2,2,1,102
"896",33,3794,5,26,3,2,4,1,1,1,7,2,86
"223",50,159,3,26,3,1,3,1,2,4,2,1,102
"693",55,58,2,28,1,3,4,5,2,4,5,2,275
"40",21,38,5,28,2,2,2,2,3,2,2,2,143
"1322",61,3989,4,28,3,1,1,5,7,2,7,1,83
"335",79,234,5,29,3,1,3,5,2,1,2,2,6
"997",15,3847,5,30,3,2,4,1,2,2,2,2,168
"408",96,3510,5,15,4,2,3,1,3,4,7,1,30
"415",96,3527,4,15,4,1,3,5,1,7,1,2,30
"1736",125,4132,2,23,4,1,4,1,2,7,7,2,65
"1238",26,159,4,28,3,1,1,1,1,7,7,2,101
"145",24,114,3,26,3,2,3,1,1,7,7,2,25
"956",54,3823,4,27,2,2,4,1,2,7,7,3,32
"834",125,3765,3,23,4,2,4,5,2,4,6,1,65
"579",43,3613,5,25,3,2,3,4,1,2,2,2,28
"754",55,3521,5,28,3,1,4,5,2,4,6,2,275
"467",28,3558,4,26,2,1,2,2,5,7,7,1,37
"1101",55,3713,3,28,3,2,1,1,2,7,7,2,275
"1482",125,3579,4,23,2,2,3,1,2,7,7,1,65
"2214",75,4339,5,63,3,2,1,2,1,2,3,1,64
"1779",193,3525,5,22,4,1,4,1,2,7,7,2,66
"1316",75,3986,4,63,1,2,1,5,1,2,7,1,64
"1304",15,3964,4,30,3,2,1,5,2,2,2,1,168
"656",55,66,5,28,4,3,4,5,1,6,4,2,275
"1806",241,3926,5,20,3,1,4,1,1,2,2,2,20
"1752",33,4119,4,26,3,2,4,5,2,7,7,2,86
"1663",24,4139,4,26,4,2,3,5,1,7,7,1,25
"226",61,3,4,28,2,1,2,1,1,2,2,2,83
"814",35,2755,4,30,3,1,4,2,1,2,2,1,95
"1167",150,3743,3,21,3,2,3,1,2,2,2,1,4
"838",50,3767,5,26,3,2,4,5,1,2,4,1,102
"1638",15,4070,4,30,2,2,3,1,2,2,2,1,168
"1350",127,4003,5,31,3,3,2,1,7,4,4,1,31
"899",33,3795,2,26,2,2,4,1,1,7,7,2,86
"1793",33,4193,1,26,4,2,4,1,2,7,7,1,86
"940",75,3815,4,63,2,1,4,5,1,1,5,1,64
"1453",31,3725,4,30,4,2,2,1,1,2,2,1,154
"2277",50,3842,3,26,4,1,2,5,1,7,7,2,102
"216",57,67,3,28,4,2,3,5,3,7,2,1,5
"760",54,3723,3,27,2,3,4,5,2,6,6,2,32
"1122",48,3844,5,28,3,2,1,1,3,7,4,1,60
"858",28,3768,5,26,3,2,4,5,2,2,2,2,37
"1884",202,2464,5,28,2,2,4,3,7,2,7,1,26
"410",96,3525,5,15,3,1,1,3,1,2,2,1,30
"2229",15,3856,3,30,3,2,3,3,2,4,4,2,168
"2184",15,141,4,30,3,2,3,3,2,4,4,2,168
"1875",55,4227,2,28,3,2,4,1,1,7,7,2,275
"891",31,3791,4,30,2,2,4,1,1,2,2,1,154
"1024",55,3630,4,28,2,3,4,1,2,2,4,2,275
"325",61,124,4,28,3,1,3,5,2,7,2,1,83
"1196",48,3929,4,28,4,1,1,1,1,2,7,1,60
"2119",31,4317,2,30,3,1,1,1,1,7,7,2,154
"1695",213,47,5,28,4,1,3,1,1,4,7,1,1
"2287",55,4045,3,28,4,2,2,1,2,7,7,2,275
"1546",31,4102,3,30,2,2,3,5,1,7,7,1,154
"1033",143,3860,4,24,3,1,4,2,1,7,7,2,10
"1574",75,4110,4,63,2,2,3,1,1,2,4,1,64
"1467",21,4064,2,28,4,1,2,5,2,7,2,1,143
"1644",55,4132,3,28,3,2,3,2,2,7,4,2,275
"1264",55,3869,3,28,2,1,1,2,2,7,7,2,275
"1032",141,2489,4,23,3,1,1,2,1,7,7,2,6
"1819",50,4198,3,26,3,1,4,2,1,7,2,1,102
"1454",31,4059,4,30,1,2,2,1,1,7,6,1,154
"1490",50,2755,4,26,3,1,3,1,1,2,2,2,102
"1827",127,4202,4,31,3,2,4,1,5,7,7,2,31
"128",53,101,3,28,3,1,3,5,2,2,6,2,4
"2066",127,4304,5,31,3,3,1,5,7,2,2,2,31
"1836",25,4211,5,27,4,1,3,2,2,2,4,1,94
"33",21,30,4,28,3,2,2,5,1,1,6,1,143
"498",21,3584,4,28,4,2,3,2,1,7,2,1,143
"10",26,17,5,28,4,1,3,1,2,2,2,2,101
"1995",15,4282,5,30,2,2,4,1,2,4,4,2,168
"2259",125,4303,5,23,3,2,2,1,2,2,2,1,65
"1339",55,3999,3,28,2,1,1,1,2,5,7,2,275
"317",21,220,4,28,4,1,3,2,1,2,2,1,143
"599",25,3638,2,27,3,1,3,2,2,2,2,1,94
"641",26,212,3,28,4,3,2,1,1,7,7,1,101
"2019",253,3728,5,19,3,2,3,3,2,7,7,1,26
"792",35,3625,4,30,3,1,4,5,1,2,2,1,95
"566",35,3595,3,30,4,2,4,5,1,7,7,3,95
"1659",200,4057,5,20,4,2,2,1,3,7,7,1,4
"1153",157,2143,5,27,3,2,3,5,7,7,7,2,34
"557",108,3579,5,30,3,2,3,4,2,2,2,1,2
"808",35,248,5,30,4,2,4,1,7,2,2,1,95
"684",75,3546,5,63,3,2,3,1,1,1,3,1,64
"1512",15,4086,3,30,3,1,2,1,2,7,7,2,168
"1651",196,212,5,28,3,2,3,5,6,2,2,1,9
"649",26,3667,1,28,3,2,2,1,2,7,7,1,101
"2189",245,218,5,32,3,2,3,3,1,7,7,2,6
"1632",193,245,5,22,3,1,3,1,1,7,7,2,66
"925",50,3806,4,26,4,2,4,5,2,7,4,3,102
"931",25,3808,3,27,1,2,4,5,1,2,1,1,94
"832",61,3765,3,28,3,2,4,3,2,7,7,2,83
"189",21,99,5,28,3,2,3,5,1,2,2,1,143
"607",25,3644,2,27,3,2,3,5,2,5,5,1,94
"927",35,3807,4,30,2,2,4,5,1,7,6,2,95
"793",35,3743,3,30,3,1,4,5,1,2,2,1,95
"1391",35,4025,5,30,3,1,2,1,1,2,2,1,95
"13",27,19,2,25,2,1,2,1,2,7,7,2,34
"1207",48,3935,3,28,3,1,1,1,1,7,7,1,60
"823",35,3761,4,30,3,1,4,5,1,2,2,1,95
"1320",75,3988,4,63,3,2,1,1,1,2,2,1,64
"206",25,148,4,27,3,2,3,1,2,4,4,1,94
"626",24,3656,4,26,4,2,4,1,1,7,7,2,25
"2040",125,2903,5,23,4,2,1,3,2,2,2,1,65
"1577",75,3242,4,63,2,2,3,1,1,2,2,1,64
"1115",50,102,5,26,2,2,1,1,2,1,2,1,102
"1634",193,220,5,22,3,2,2,1,1,7,7,2,66
"246",63,169,3,30,4,1,3,5,2,6,7,2,4
"450",61,16,3,28,4,2,3,1,2,5,7,1,83
"1489",26,3832,5,28,3,1,3,1,2,7,7,1,101
"841",55,3769,5,28,3,2,4,5,2,2,4,2,275
"1405",60,56,3,28,3,1,2,1,1,2,2,1,26
"837",31,18,5,30,2,2,4,1,1,2,2,1,154
"1824",127,4163,5,31,2,2,4,1,1,7,7,2,31
"11",26,18,4,28,4,1,3,2,2,2,2,2,101
"256",31,174,4,30,2,2,3,2,1,2,2,1,154
"1765",127,3642,5,31,4,3,1,1,3,7,3,2,31
"1743",125,4151,5,23,3,1,4,5,1,2,2,1,65
"2207",61,3659,4,28,3,2,1,2,2,7,7,1,83
"616",26,3652,3,28,3,2,4,2,1,7,7,2,101
"2225",75,4345,5,63,3,2,1,1,1,2,1,1,64
"1367",55,230,3,28,4,2,2,1,1,4,7,2,275
"1013",55,3687,3,28,1,3,4,5,2,7,7,2,275
"1681",193,4145,4,22,4,2,3,1,1,7,7,2,66
"1967",127,4265,3,31,3,1,4,1,1,7,7,2,31
"1550",26,2725,5,28,3,2,3,2,1,4,4,2,101
"393",89,104,3,28,4,3,2,1,2,2,2,1,16
"6",20,12,5,30,3,1,3,1,7,1,1,3,5
"531",15,167,5,30,3,1,3,1,2,4,4,2,168
"2164",264,2690,5,20,2,1,1,1,1,2,1,2,19
"224",35,160,2,30,3,1,3,1,1,5,5,2,95
"1433",61,4036,4,28,3,3,2,1,2,3,7,1,83
"1758",202,4173,4,28,4,2,4,1,1,2,2,1,26
"70",42,56,1,28,4,1,2,1,2,7,6,1,36
"264",42,180,5,28,3,2,3,2,2,1,2,1,36
"1460",48,4062,3,28,4,1,1,1,3,7,7,2,60
"703",55,212,4,28,2,1,4,5,2,4,7,2,275
"464",55,3556,5,28,2,1,3,1,1,2,2,2,275
"1888",244,4234,4,28,4,1,3,5,1,2,2,1,5
"1181",28,3924,3,26,3,1,1,2,3,2,2,1,37
"1556",55,4057,3,28,4,2,3,2,2,7,2,2,275
"2163",264,4195,5,20,3,1,1,1,5,3,1,2,19
"916",25,3628,3,27,2,1,4,1,2,3,4,2,94
"1990",31,4279,3,30,2,2,4,1,1,2,7,1,154
"1509",61,3950,3,28,3,2,3,5,2,7,7,1,83
"989",55,3842,4,28,2,3,4,5,2,7,4,2,275
"627",55,39,5,28,3,2,3,5,2,4,4,2,275
"1386",35,4020,5,30,4,2,2,2,1,2,2,1,95
"1635",193,4126,5,22,3,1,3,1,5,7,7,2,66
"867",55,3781,5,28,3,2,4,5,2,1,2,2,275
"1372",15,2546,3,30,3,1,1,1,2,2,2,2,168
"1458",125,3926,3,23,4,1,2,1,1,2,2,1,65
"2026",253,3124,4,19,3,2,3,3,2,4,3,1,26
"980",55,3836,4,28,1,3,4,5,1,4,6,2,275
"2008",252,3701,5,28,3,2,3,3,1,2,7,1,3
"704",25,180,3,27,2,3,4,5,1,2,3,1,94
"1520",31,4089,3,30,4,2,3,2,1,7,7,1,154
"1561",15,4105,3,30,3,2,3,5,2,7,7,2,168
"1307",48,3642,5,28,4,1,1,5,1,7,3,3,60
"2256",125,4364,5,23,4,1,2,1,3,2,2,1,65
"1960",48,3950,3,28,3,1,4,1,1,7,7,2,60
"298",75,208,3,63,3,2,3,5,1,2,5,1,64
"30",23,31,4,33,2,2,2,2,1,4,2,2,7
"303",35,61,2,30,2,2,3,1,1,7,6,1,95
"935",75,3812,5,63,3,2,4,5,1,6,3,1,64
"1237",55,3952,3,28,2,1,1,1,1,7,7,2,275
"1336",59,3998,4,27,3,1,1,1,1,2,2,1,17
"1338",55,3950,3,28,2,1,1,1,1,5,7,2,275
"1569",55,4054,3,28,4,2,3,5,1,7,7,2,275
"1913",75,4243,5,63,3,1,3,5,1,2,3,1,64
"461",89,3554,4,28,3,2,3,1,2,1,2,1,16
"907",35,3799,4,30,2,1,4,1,1,2,2,2,95
"1818",21,4232,4,28,4,1,4,5,2,1,2,1,143
"554",21,3618,3,28,3,1,3,4,1,1,6,2,143
"1161",125,253,5,23,4,1,1,1,1,2,2,1,65
"668",25,3676,3,27,4,3,4,2,1,2,4,1,94
"1240",157,3953,3,27,3,2,1,5,1,1,7,1,34
"497",21,3583,3,28,3,2,3,2,1,2,7,1,143
"759",50,3723,3,26,2,3,4,5,2,7,5,2,102
"552",28,3616,2,26,3,1,3,5,1,2,2,2,37
"1627",193,4066,3,22,3,2,3,1,2,7,7,2,66
"449",100,79,3,28,3,3,2,5,3,7,7,2,6
"1461",26,3992,3,28,3,2,2,1,2,7,7,2,101
"5",21,7,3,28,4,2,2,1,2,1,7,1,143
"1088",24,3876,4,26,2,2,1,1,1,2,2,2,25
"309",15,214,3,30,3,2,3,5,2,3,3,2,168
"1814",243,4197,4,28,2,2,4,1,2,2,4,1,5
"319",73,222,2,27,3,2,3,2,3,3,6,2,2
"2152",264,2683,5,20,2,2,3,4,1,2,2,1,19
"2018",253,4291,3,19,3,2,3,3,2,2,2,1,26
"1968",21,4230,4,28,2,2,4,1,1,7,4,2,143
"94",28,69,3,26,3,2,3,5,2,7,7,2,37
"2041",31,194,2,30,2,2,1,1,1,7,7,3,154
"69",42,57,5,28,3,3,2,1,2,2,2,1,36
"1107",48,3890,5,28,4,1,1,1,1,4,1,2,60
"654",55,2716,4,28,2,1,4,5,1,4,7,2,275
"1975",55,4253,2,28,2,2,4,5,1,7,7,2,275
"1011",25,3854,3,27,2,2,4,3,2,2,4,1,94
"1397",24,4031,4,26,3,2,2,1,1,2,2,1,25
"1166",89,3750,4,28,3,2,1,1,3,4,3,2,16
"526",105,3598,4,28,3,1,3,5,2,2,7,2,1
"550",28,3615,4,26,3,2,3,5,1,2,2,2,37
"1427",21,73,4,28,3,2,2,1,2,2,2,1,143
"2001",50,4278,4,26,2,2,4,5,2,2,2,1,102
"310",15,215,2,30,2,2,3,2,2,3,3,2,168
"131",49,104,3,28,3,1,3,5,7,7,7,2,9
"161",25,126,4,27,3,1,3,5,1,1,1,1,94
"133",21,106,4,28,3,1,3,1,2,4,4,1,143
"1444",21,3949,5,28,3,2,2,5,1,2,5,1,143
"238",26,38,3,28,3,1,3,5,2,6,7,2,101
"787",55,3738,3,28,2,1,4,2,2,7,5,2,275
"1441",61,4053,4,28,3,2,2,2,2,2,7,1,83
"405",96,3523,3,15,3,2,3,2,3,7,7,1,30
"204",25,147,4,27,2,2,3,1,1,2,2,1,94
"472",55,3563,4,28,3,1,3,2,1,4,7,2,275
"420",96,3529,5,15,3,3,3,3,7,2,4,1,30
"1283",31,3644,5,30,2,2,1,2,1,2,5,1,154
"164",57,38,5,28,4,2,3,5,2,2,2,1,5
"76",25,59,2,27,4,1,2,1,1,2,2,3,94
"1006",25,3710,3,27,1,2,4,1,1,1,1,2,94
"460",89,3553,4,28,3,1,3,2,2,4,2,1,16
"1110",55,3714,4,28,2,1,1,1,1,7,1,2,275
"379",88,3191,5,19,3,2,3,2,3,4,3,1,3
"1721",31,3766,4,30,3,2,4,1,1,2,2,1,154
"881",61,159,4,28,3,1,4,5,2,2,7,1,83
"390",89,3519,4,28,4,1,3,2,3,2,4,1,16
"1092",50,3879,4,26,3,1,1,5,2,2,2,1,102
"273",27,186,5,25,4,1,3,2,1,2,2,1,34
"2073",55,4305,3,28,4,2,1,1,2,7,4,2,275
"1780",31,3984,4,30,3,2,4,1,1,2,2,2,154
"665",23,3675,4,33,3,2,4,5,6,2,2,1,7
"150",50,118,5,26,4,2,3,1,1,2,2,2,102
"1578",75,4113,5,63,2,1,3,5,1,1,3,3,64
"345",28,238,1,26,3,2,3,5,2,7,7,2,37
"1488",26,3443,4,28,3,1,3,1,2,7,7,2,101
"1707",26,4156,4,28,2,2,3,5,1,7,1,2,101
"1993",15,4281,1,30,2,2,4,1,2,7,7,2,168
"947",21,2234,3,28,3,1,4,5,1,7,5,1,143
"1972",31,4268,4,30,3,1,4,1,1,2,2,1,154
"1068",55,3871,3,28,1,1,4,2,1,2,1,2,275
"1704",220,3983,5,21,4,2,4,5,4,2,2,2,1
"2022",253,47,5,19,3,2,3,3,7,4,4,1,26
"1305",50,3982,4,26,3,2,1,3,1,2,6,2,102
"913",55,3313,5,28,2,1,4,1,1,2,6,2,275
"2094",15,152,5,30,3,2,3,3,2,4,4,2,168
"1930",33,3588,4,26,3,2,4,5,2,2,3,1,86
"263",31,183,3,30,1,2,3,5,1,4,7,2,154
"2052",61,138,4,28,3,3,1,5,2,4,7,1,83
"1965",31,4264,4,30,3,2,4,1,1,2,3,2,154
"2156",264,4232,4,20,1,2,4,5,1,2,4,1,19
"1851",202,3750,5,28,3,3,4,1,1,2,4,2,26
"1539",26,4098,5,28,3,2,3,5,2,2,7,2,101
"2103",15,3890,1,30,3,2,3,3,2,4,4,2,168
"1192",48,13,2,28,3,3,1,1,3,7,7,2,60
"575",55,49,4,28,2,2,3,1,3,2,1,2,275
"866",61,3610,5,28,3,2,4,5,2,2,2,2,83
"985",31,3839,3,30,3,2,4,4,6,1,1,1,154
"811",55,20,3,28,1,1,4,1,1,7,7,2,275
"768",91,51,4,28,4,2,4,5,1,7,7,1,6
"906",26,3579,4,28,4,1,3,1,1,7,7,2,101
"726",33,175,3,26,3,2,4,5,3,7,7,1,86
"998",48,3750,5,28,4,1,4,5,1,2,4,1,60
"1536",21,4098,3,28,4,3,3,5,2,2,7,2,143
"1782",33,4188,5,26,3,2,4,1,3,6,2,1,86
"2272",50,4372,3,26,3,1,2,5,1,7,7,2,102
"1300",28,157,1,26,3,2,1,5,1,2,2,3,37
"489",37,3576,5,26,4,1,3,2,6,2,2,2,16
"1557",26,4087,4,28,3,1,3,1,2,7,7,1,101
"587",35,3545,5,30,3,1,4,2,1,2,2,1,95
"248",27,170,2,25,4,1,3,5,2,7,7,2,34
"1434",31,4051,4,30,2,2,2,1,1,4,1,1,154
"328",15,228,4,30,3,1,3,5,2,7,4,2,168
"2143",193,3556,2,22,3,2,3,3,2,4,4,2,66
"381",31,3513,2,30,2,2,3,1,1,2,2,1,154
"331",43,231,5,25,3,1,3,5,1,4,7,1,28
"1636",26,4127,1,28,3,1,3,5,2,7,7,3,101
"67",42,39,4,28,4,2,2,1,2,7,4,2,36
"643",26,3662,4,28,3,2,3,5,3,2,2,1,101
"518",89,3595,1,28,3,2,3,5,3,2,6,1,16
"333",79,99,4,29,3,1,3,1,2,7,3,2,6
"147",55,115,4,28,4,2,3,5,2,6,6,2,275
"1291",167,3976,4,35,3,1,1,3,2,2,2,1,7
"915",25,3777,2,27,2,1,4,1,1,2,2,1,94
"1105",26,3599,3,28,3,1,1,1,2,7,7,2,101
"2085",31,4312,3,30,2,2,1,1,1,7,7,1,154
"816",126,3756,5,18,3,2,2,1,1,4,2,1,3
"725",21,3510,3,28,2,3,4,4,2,7,7,1,143
"2110",31,2074,3,30,3,2,1,1,1,7,7,2,154
"506",31,3588,4,30,4,2,3,5,1,3,6,3,154
"1761",61,115,4,28,3,2,4,5,2,7,7,1,83
"2219",75,4315,4,63,2,2,1,1,1,2,3,1,64
"1726",225,4054,5,28,3,2,2,3,1,2,2,1,2
"1303",50,3981,3,26,2,2,1,2,1,7,7,2,102
"1031",140,3859,5,21,3,2,2,1,3,2,2,1,2
"1254",25,3959,3,27,2,1,1,1,1,2,2,1,94
"2017",253,3671,1,19,2,2,3,3,1,5,7,3,26
"2098",21,3098,5,28,3,2,3,3,2,4,4,2,143
"139",21,110,4,28,2,2,3,1,7,2,2,1,143
"1029",138,3770,4,22,3,1,4,2,2,7,4,1,2
"1934",241,3,4,20,2,1,4,1,1,7,7,2,20
"636",26,3030,4,28,2,3,2,1,2,7,7,1,101
"887",50,3726,3,26,2,2,4,1,2,4,7,2,102
"1624",193,4124,1,22,3,2,3,1,1,7,7,2,66
"871",33,3782,3,26,3,2,4,5,2,1,7,1,86
"1802",55,3882,3,28,3,2,4,1,2,4,7,2,275
"380",15,74,4,30,3,2,3,2,2,1,6,2,168
"2266",50,2909,4,26,3,1,2,5,1,2,7,1,102
"1895",31,198,2,30,3,1,4,4,1,7,7,2,154
"1346",31,3116,4,30,2,3,2,1,1,1,7,1,154
"1212",35,3938,5,30,3,3,1,5,1,2,2,3,95
"681",61,3683,4,28,3,3,4,4,2,2,7,1,83
"1203",50,3932,5,26,3,3,1,1,5,2,1,3,102
"49",39,42,4,30,3,1,3,2,1,7,4,1,5
"1047",145,3610,5,28,3,2,3,3,2,2,2,1,4
"201",25,145,4,27,3,2,3,1,2,2,2,1,94
"878",43,3786,5,25,3,1,4,5,2,1,1,1,28
"2193",245,3737,5,32,3,2,3,3,2,7,7,2,6
"1147",25,3768,5,27,3,2,4,1,2,4,2,1,94
"402",35,3522,4,30,3,1,3,2,1,2,2,2,95
"549",21,3614,1,28,3,1,3,5,1,7,7,1,143
"134",42,65,5,28,3,1,3,2,2,2,2,1,36
"2200",125,4324,5,23,4,2,1,1,1,2,4,1,65
"884",21,3579,5,28,4,1,4,5,2,2,2,1,143
"1156",26,3915,3,28,3,1,1,5,2,7,7,2,101
"830",21,241,4,28,4,2,4,1,1,4,7,1,143
"2133",21,3635,5,28,4,2,1,2,2,2,2,1,143
"699",55,198,3,28,4,3,4,5,1,4,2,2,275
"182",56,134,2,28,3,1,3,2,2,5,5,2,6
"631",24,3659,4,26,4,1,4,5,1,2,2,2,25
"1191",48,3687,4,28,4,1,1,1,1,2,7,1,60
"1905",202,3559,2,28,4,3,4,1,1,7,7,2,26
"1411",60,4040,3,28,2,2,2,1,1,2,2,1,26
"1146",25,3630,1,27,2,2,4,1,2,2,2,1,94
